Age Range,Industry, Job title,Annual Salary,Additional Monetary Compensation,Currency,Country,State,City,Years of Professional Experience Overall,Years of Professional Experience in Field,Highest Level of Education Completed,Gender
25-34,Bunited Statesiness Or Consulting,Senior Acquisitions Support Consultant,142800,0,United StatesD,United States,District of Columbia,DC,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Bunited Statesiness Or Consulting,Senior Consultant,142000,0,United StatesD,United States,District of Columbia,"Washington, DC",8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,"Marketing, Advertising & Pr",Group Product Manager,142000,156000,United StatesD,United States,New Jersey,Somerset,8 - 10 years,5 - 7 years,PhD,Woman
25-34,"Marketing, Advertising & Pr",Engagement Strategist,142000,3000,United StatesD,United States,New York,New York City,8 - 10 years,5 - 7 years,College degree,Non-binary
25-34,Computing Or Tech,Software Engineer,141000,12000,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Computing Or Tech,Senior Project Manager,140000,0,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,Some college,Man
35-44,Computing Or Tech,Sr. Product Manager,140000,14000,United StatesD,United States,MassachUnited Statesetts,Cambridge,8 - 10 years,5 - 7 years,PhD,Woman
25-34,Computing Or Tech,Vp Hr,140000,50000,United StatesD,United States,Texas,AUnited Statestin,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Health Care,Program Manager,140000,0,United StatesD,United States,California,Sunnyvale,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Product Manager,140000,0,United StatesD,United States,Colorado,Denver,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Insurance,Managing Underwriter ,140000,40000,United StatesD,United States,Texas,HoUnited Stateston,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Sales,Real Estate Agent,140000,0,United StatesD,United States,Minnesota,Twin Cities,8 - 10 years,5 - 7 years,Some college,Woman
35-44,"Diversity, Equity & Inclunited Statesion ",Manager,140000,20000,United StatesD,United States,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman
35-44,Computing Or Tech,Ux Designer,140000,40000,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,College degree,Man
25-34,Computing Or Tech,Solutions Engineer,140000,0,United StatesD,United States,Georgia,Atlanta,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Sales,Sales Program Manager,140000,5000,United StatesD,United States,Texas,Dallas,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Health Care,Psychiatric Nurse Practitioner,140000,0,United StatesD,United States,Maryland,Baltimore,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Computing Or Tech,Coo,140000,0,United StatesD,United States,New York,Brooklyn,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Entertainment,Influencer Marketing Manager,140000,100000,United StatesD,United States,California,Bay Area,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,Supply Strategy,140000,30000,United StatesD,United States,California,San francisco,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Product Manager,140000,25000,United StatesD,United States,"New Jersey, New York",NYC,8 - 10 years,2 - 4 years,College degree,Man
25-34,Computing Or Tech,Senior Product Manager,140000,14000,United StatesD,United States,MassachUnited Statesetts,Cambridge,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Health Care,General Manager,140000,28000,United StatesD,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Computing Or Tech,Data Engineer,140000,10000,United StatesD,United States,Pennsylvania,Pittsburgh,8 - 10 years,5 - 7 years,Master's degree,Man
25-34,Computing Or Tech,Data Ops Lead,140000,0,CAD,Canada,Unknown,Toronto,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,Software Engineer,139000,0,United StatesD,United States,New York,New York City,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Insurance,"Avp, Unit Manager, Communications",139000,30000,United StatesD,United States,California,San Francisco,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Health Care,"Director, Initiative Management",138800,15000,United StatesD,United States,Pennsylvania,Pittsburgh ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Agriculture Or Forestry,Scientific Affairs Manager,138800,5000,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,2 - 4 years,PhD,Woman
25-34,Nonprofits,"Director Communications, Marketing, And Pr",138000,10000,United StatesD,United States,District of Columbia,Washington,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Senior Technical Program Manager Lead,138000,15000,United StatesD,United States,Washington,Bellevue,8 - 10 years,5 - 7 years,College degree,Woman
45-54,Engineering Or Manufacturing,Clinical Engineer,138000,35000,United StatesD,United States,California,San Jose,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Product Manager,138000,50000,United StatesD,United States,New York,New York City,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Higher Education),Professor ,138000,0,United StatesD,United States,Connecticut,hartford,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Nonprofits,Director Of Data & Information Systems,138000,0,United StatesD,United States,District of Columbia,Wasington ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,It Security Manager,137000,0,United StatesD,United States,California,Los Angeles,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Software Engineer ,137000,40000,United StatesD,United States,Washington,Seattle ,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Media & Digital,Sales Trainer,136000,20000,United StatesD,United States,New York,New York,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Law,Deputy County Counsel,136000,0,United StatesD,United States,California,Martinez,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Computing Or Tech,Senior Bunited Statesiness Systems Analyst ,136000,1000000,United StatesD,United States,California,San Jose ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Software Engineer,135600,0,United StatesD,United States,California,Sunnyvale,8 - 10 years,5 - 7 years,College degree,Man
25-34,Computing Or Tech,Senior Quality Engineer,135000,13500,United StatesD,United States,Texas,AUnited Statestin,8 - 10 years,5 - 7 years,College degree,Man
35-44,"Accounting, Banking & Finance",Machine Learning Model Developer,135000,5000,CHF,Switzerland,Unknown,Zurich,8 - 10 years,2 - 4 years,PhD,Woman
25-34,Computing Or Tech,Backend Engineer,135000,0,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Health Care,Director Of Operations,135000,12000,United StatesD,United States,North Carolina,Charlotte,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Transport Or Logistics,"Senior Manager, Workplace Programs",135000,13500,United StatesD,United States,California,San Francisco,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Bunited Statesiness Or Consulting,Design Researcher,135000,13500,United StatesD,United States,California,San Diego,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Media & Digital,Sr Manager Ecommerce,135000,30000,United StatesD,United States,North Carolina,Charlotte,8 - 10 years,5 - 7 years,College degree,Unknown
25-34,Computing Or Tech,Security Engineer,135000,12500,United StatesD,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Vice President,135000,60000,United StatesD,United States,California,San Francisco,8 - 10 years,2 - 4 years,College degree,Man
25-34,Computing Or Tech,Director Of B2B Marketing,135000,0,United StatesD,United States,Pennsylvania,Pittsburgh ,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Insurance,Data Scientist,135000,13000,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,PhD,Man
25-34,"Accounting, Banking & Finance",Associate Vp,135000,35000,United StatesD,United States,New York,New York,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Product Designer,135000,40500,United StatesD,United States,Wisconsin,Madison,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Program Manager,135000,6000,United StatesD,United States,New Jersey,Decline,8 - 10 years,2 - 4 years,Some college,Woman
25-34,Health Care,Director Of Bunited Statesiness Development,135000,100000,United StatesD,United States,North Carolina,"Durham, NC",8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Software Engineer 3,135000,12000,United StatesD,United States,Michigan,Not Detroit,8 - 10 years,5 - 7 years,College degree,Man
25-34,"Accounting, Banking & Finance",Senior Associate,135000,5000,United StatesD,United States,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,Mechanical Engineer,135000,85000,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Senior Software Engineer,135000,50000,United StatesD,United States,Colorado,Denver,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Health Care,Analytics Manager,135000,0,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,"Marketing, Advertising & Pr",Product Director,135000,0,United StatesD,United States,North Carolina,Raleigh,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Health Care,Life Sciences,135000,1800,United StatesD,United States,Maryland,N/A,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,"Accounting, Banking & Finance",Devops Engineer,135000,13500,United StatesD,United States,Louisiana,prefer not to say,8 - 10 years,1 year or less,College degree,Man
35-44,Retail,Bunited Statesinesses Analyst Manager ,135000,0,United StatesD,United States,New York,NY,8 - 10 years,5 - 7 years,College degree,Man
25-34,Computing Or Tech,Swe,135000,48500,Other,Singapore,Unknown,Singapore,8 - 10 years,5 - 7 years,College degree,Man
35-44,Consumer Packaged Goods,Director Of Product Development,134971,10000,United StatesD,United States,Utah,Salt Lake City,8 - 10 years,5 - 7 years,PhD,Woman
35-44,Health Care,Doctor (Psychiatry Registrar),134800,30000,AUD/NZD,Australia,Unknown,Perth,8 - 10 years,2 - 4 years,PhD,Woman
25-34,Bunited Statesiness Or Consulting,Consultant,134000,3000,United StatesD,United States,Oregon,Portland,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Senior Technical Program Manager,134000,0,United StatesD,United States,California,Los Angeles,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Devops Engineer,134000,0,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,Some college,Man
25-34,"Marketing, Advertising & Pr",Senior Account Manager,133510,50000,United StatesD,United States,California,San Francisco,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Principal Bunited Statesiness Consultant,133000,0,United StatesD,United States,New Jersey,Jersey City,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Research Scientist/Engineer Iii,133000,9000,United StatesD,United States,California,"Cupertino, CA",8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,Software Engineer ,133000,0,United StatesD,United States,Colorado,Boulder,8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Energy,Director Of Corporate Development,132999,15000,United StatesD,United States,Maine,"Portland, ME",8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Sales,Solution Consultant,132500,35000,United StatesD,United States,Minnesota,Minneapolis,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Law,Associate Attorney,132000,0,United StatesD,United States,California,Sacramento,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
35-44,Computing Or Tech,It Director,132000,7000,United StatesD,United States,Illinois,Itasca,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,Principal Analyst,131750,2900,AUD/NZD,New Zealand,Unknown,Wellington ,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Technical Project Manager,131000,14000,United StatesD,United States,California,Bay Area,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Senior Program Manager,131000,65000,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,5 - 7 years,Master's degree,Man
35-44,Beauty /Cpg ,Finance Director ,131000,8000,United StatesD,United States,California,Los Angeles ,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Computing Or Tech,Senior Marketing Automation Managed,131000,44000,United StatesD,United States,New York,New York City,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Computing Or Tech,Crm Manager,130000,0,United StatesD,United States,New York,Remote,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Agriculture Or Forestry,Digital Product Manager,130000,18000,United StatesD,Canada,Unknown,Remote,8 - 10 years,5 - 7 years,College degree,Man
35-44,Law,Transactional Attorney,130000,30000,United StatesD,United States,Kansas,Wichita,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Computing Or Tech,Senior Cunited Statestomer Success Manager,130000,29000,United StatesD,United States,New York,West Orange,8 - 10 years,5 - 7 years,College degree,Man
25-34,Computing Or Tech,Technical Product Manager,130000,38000,United StatesD,United States,California,Los Angeles,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Law,Corporate Counsel,130000,13000,United StatesD,United States,Illinois,Lisle,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Man
35-44,Computing Or Tech,Senior Software Engineer,130000,5000,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,2 - 4 years,PhD,Woman
35-44,"Accounting, Banking & Finance",Technical Operations Manager ,130000,0,AUD/NZD,Australia,Unknown,Perth ,8 - 10 years,5 - 7 years,High School,Man
35-44,Law,Corporate Counsel,130000,30000,United StatesD,United States,New Jersey,Red bank,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Man
25-34,Computing Or Tech,Product Manager,130000,0,United StatesD,United States,California,Palo Alto,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Engineering Or Manufacturing,Ai Consultant,130000,3500,United StatesD,United States,District of Columbia,Washington,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Director Of Operations,130000,0,United StatesD,United States,New York,New York,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Utilities & Telecommunications,It Manager,130000,0,United StatesD,United States,New Mexico,Grants,8 - 10 years,5 - 7 years,College degree,Man
25-34,Computing Or Tech,Senior Executive Assistant,130000,0,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Bunited Statesiness Or Consulting,Sr. Marketing Cloud Consultant,130000,6000,United StatesD,United States,California,San Jose,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Investment Banker,130000,130000,United StatesD,United States,Illinois, Chicago,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Bunited Statesiness Or Consulting,Consultant,130000,0,United StatesD,United States,New York,New York City,8 - 10 years,5 - 7 years,Master's degree,Woman
